Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-10.12,-0.27,-1.02,3.55,-39,24.49,-0.21,-0.19,0.11,1007.11,35.4,51.25,null,null,0:0:0
-9.57,0.24,-1.14,3.27,-38.73,24.08,-0.28,-0.3,0.14,1007.09,35.4,51.41,null,null,0:0:0
-9.77,0.35,-1.06,3.18,-38.36,23.98,-0.07,-0.21,0.12,1007.1,35.4,51.33,null,null,0:0:0
-9.73,-0.16,-1.33,2.45,-39.45,24.69,-0.02,-0.04,-0.03,1007.14,35.4,51,null,null,0:0:0
-9.06,0.2,-1.49,2.64,-38.91,24.29,-0.04,0.11,-0.08,1007.13,35.4,51.08,null,null,0:0:0
-9.85,-0.82,-1.49,2.64,-38.64,24.29,0.12,-0.08,-0.2,1007.08,35.4,51.5,null,null,0:0:0
-11.96,-0.27,-1.96,3.64,-37.73,24.29,-0.51,-0.34,0.28,1007.09,35.4,51.41,null,null,0:0:0
-9.14,-0.63,-1.57,2.73,-37.18,24.08,0.23,-0.09,0.17,1007.11,35.4,51.25,null,null,0:0:0
-9.53,0.31,-1.49,1.82,-38.27,24.49,-0.1,-0.09,-0.07,1007.11,35.4,51.25,null,null,0:0:0
-10.2,-0.27,-1.65,2.73,-36.36,23.16,-0.17,-0.02,-0.11,1007.08,35.4,51.5,null,null,0:0:0
-9.85,0.04,-1.14,2.18,-37.45,24.18,0.19,-0.28,0.23,1007.08,35.4,51.5,null,null,0:0:0
-9.81,-0.27,-1.49,1.27,-37.73,24.29,-0.15,-0.03,-0.14,1007.09,35.4,51.41,null,null,0:0:0
-9.65,-0.08,-1.06,2.73,-35.64,23.27,-0.39,0.34,-0.1,1007.08,35.4,51.5,null,null,0:0:0
-7.41,-0.59,-1.57,0.73,-29.09,20.82,0.17,-0.39,0.22,1007.08,35.4,51.5,null,null,0:0:0
-10.04,0.94,-0.98,1.27,-28.18,20.61,-0.06,0.02,-0.57,1007.08,35.4,51.5,null,null,0:0:0
-11.1,-0.27,-1.77,3.82,-26.45,20.2,-0.1,-0.21,0.64,1007.05,35.4,51.75,null,null,0:0:0
-9.96,-0.78,-0.9,0.18,-29.36,21.22,0.53,0.1,-0.09,1007.14,35.4,51,null,null,0:0:0
-10.43,0.94,-0.08,3,-30.45,21.73,-0.32,-0.19,0.06,1007.05,35.4,51.75,null,null,0:0:0
-10.28,-1.29,-2.04,2.27,-29.18,20.2,0.75,-0.11,-0.25,1007.09,35.4,51.41,null,null,0:0:0
-9.65,1.8,-0.86,1.18,-33.18,22.55,-0.2,-0.09,-0.23,1007.1,35.4,51.33,null,null,0:0:0
-9.57,-1.14,-1.8,2.18,-32.82,21.12,0.31,0.19,0.06,1007.09,35.4,51.41,null,null,0:0:0
-10.12,1.73,-1.06,2.55,-34.36,22.65,-0.17,-0.39,0.03,1007.12,35.4,51.16,null,null,0:0:0
-9.73,0.04,-1.45,2.45,-34.64,22.35,-0.05,-0.01,-0.02,1007.12,35.4,51.16,null,null,0:0:0
-9.41,-0.16,-1.61,2.64,-33.82,22.14,-0.1,0.07,0.02,1007.09,35.4,51.41,null,null,0:0:0
-9.57,-0.2,-1.65,2.73,-34.91,22.76,-0.01,-0.01,0.06,1007.1,35.4,51.33,null,null,0:0:0
-9.18,-0.24,-1.57,3,-34.73,22.45,0.05,-0.16,0.16,1007.08,35.4,51.5,null,null,0:0:0
-9.92,-0.04,-2,2.82,-34.55,22.65,-0.22,-0.1,0.03,1007.05,35.4,51.75,null,null,0:0:0
-9.96,0.12,-1.45,2.73,-34.45,22.35,-0.04,-0.26,0.1,1007.08,35.4,51.5,null,null,0:0:0
-9.65,0.67,-1.41,2.09,-34.82,22.24,-0.14,-0.12,0.03,1007.08,35.4,51.5,null,null,0:0:0
-9.02,0.16,-1.88,2.45,-34.73,22.24,-0.02,0.04,-0.01,1007.14,35.4,51,null,null,0:0:0
-9.92,0.08,-1.14,2.55,-34.55,22.24,-0.02,-0.08,0.02,1007.08,35.4,51.5,null,null,0:0:0
-9.49,0,-1.49,2.27,-34.82,22.45,-0.1,-0.08,0.07,1007.09,35.4,51.41,null,null,0:0:0
-9.41,0.27,-1.84,2.27,-34.91,22.55,-0.13,-0.03,-0.01,1007.07,35.4,51.58,null,null,0:0:0
-10.63,0.27,-1.26,2.82,-34.91,22.45,0.12,-0.1,-0.05,1007.08,35.4,51.5,null,null,0:0:0
-9.45,-0.12,-1.92,2.09,-35.73,22.86,0.79,-0.1,0.13,1007.1,35.4,51.33,null,null,0:0:0
-8.67,0.51,-0.75,-0.82,-40,26.12,-1.89,0.3,-0.19,1007.07,35.4,51.58,null,null,0:0:0
-9.81,-0.04,-1.65,11.27,-16.91,17.65,-1.31,0.47,0.03,1007.14,35.4,51,null,null,0:0:0
-11.96,0,-1.45,-0.45,-32.36,26.12,-3.11,1.45,-1.53,1007.12,35.4,51.16,null,null,0:0:0
-15.34,-0.47,-2.08,12.09,-15.91,16.84,1.35,-0.85,0.16,1007.03,35.4,51.92,null,null,0:0:0
-9.61,2.55,1.22,-4,-44.36,30.92,0.97,-0.99,1,1007.05,35.5,51.75,null,null,0:0:0
-9.96,0.08,-2.04,6.91,-26.27,18.88,-3.02,1.32,-0.86,1007.07,35.5,51.58,null,null,0:0:0
-9.96,0,-2.12,9.45,-15.73,17.35,2,-0.93,0.2,1007.07,35.5,51.58,null,null,0:0:0
-8.9,1.18,-0.9,-3.73,-42.82,29.08,0.38,-0.37,0.37,1007.12,35.5,51.16,null,null,0:0:0
-9.3,-0.47,-1.8,0,0,0,-3.62,1.25,-0.59,1007.06,35.5,51.66,null,null,0:0:0
-19.97,1.06,1.77,6.64,-7.18,17.35,2.16,-2.34,0.52,1007.07,35.5,51.58,null,null,0:0:0
-10.43,-1.8,-1.92,-6.18,-40.09,28.27,2.36,0.48,-0.59,1007.06,35.5,51.66,null,null,0:0:0
-9.45,-0.9,-2.35,5.64,-22.73,19.69,-1.87,0.61,-0.33,1007.07,35.5,51.58,null,null,0:0:0
-9.57,1.22,-1.65,5.09,-21.45,17.96,2.53,-1.24,0.68,1007.05,35.5,51.75,null,null,0:0:0
-9.81,0.04,-1.29,-4.18,-41.45,28.37,-0.47,0.29,-0.16,1007.06,35.5,51.66,null,null,0:0:0
-9.85,-0.71,-1.65,7.36,-26.45,18.88,-1.76,0.6,-0.59,1007.06,35.5,51.66,null,null,0:0:0
-9.65,0.39,-1.18,3.09,-22.09,18.67,1.17,-0.97,0.67,1007.04,35.5,51.83,null,null,0:0:0
-9.69,0.55,-1.06,-2.73,-34.36,23.27,-0.36,0.26,-0.2,1007.09,35.5,51.41,null,null,0:0:0
-9.73,0.27,-1.8,5.27,-19.55,17.76,-1.05,0.37,-0.22,1007.07,35.5,51.58,null,null,0:0:0
-9.73,0.08,-1.53,3.45,-24.18,18.57,1.67,-0.67,0.41,1007.06,35.5,51.66,null,null,0:0:0
-9.65,0.98,-0.63,-3.27,-36.82,24.69,-0.66,0.09,-0.23,1007.05,35.5,51.75,null,null,0:0:0
-9.45,0.51,-1.69,5,-19.64,17.96,-1.04,0.4,-0.26,1007.09,35.5,51.41,null,null,0:0:0
-9.85,0.31,-1.45,3.73,-23.73,18.57,1.65,-0.67,0.37,1007.03,35.5,51.92,null,null,0:0:0
-10.24,1.1,-0.55,-2.64,-35.73,23.98,-0.36,0.07,-0.19,1007.05,35.5,51.75,null,null,0:0:0
-9.81,0.86,-1.88,4.73,-24.36,18.47,-0.89,0.25,0.05,1007.06,35.5,51.66,null,null,0:0:0
-9.69,0.35,-1.69,3.55,-26.73,19.29,1.2,-0.55,0.47,1007.03,35.5,51.92,null,null,0:0:0
-9.81,0.78,-0.67,-1.45,-37.27,24.39,-0.46,-0.14,-0.01,1007.14,35.5,51,null,null,0:0:0
-9.65,0.35,-1.69,4,-24.91,18.47,-0.91,0.24,-0.23,1007.09,35.5,51.41,null,null,0:0:0
-9.65,0.39,-1.45,3.64,-26.64,19.18,1.19,-0.55,0.31,1007.06,35.5,51.66,null,null,0:0:0
-9.73,0.55,-1.1,-1,-35.82,23.47,-0.21,0,-0.02,1007.12,35.6,51.16,null,null,0:0:0
-9.65,0.2,-1.49,3.64,-26.55,19.08,-0.91,0.29,-0.19,1007.05,35.6,51.75,null,null,0:0:0
-9.73,0.2,-1.45,3.45,-26.82,19.29,0.91,-0.38,0.23,1007.04,35.6,51.83,null,null,0:0:0
-9.69,0.39,-1.14,-0.36,-34.73,23.27,-0.04,-0.03,-0.02,1007.15,35.6,50.91,null,null,0:0:0
-9.73,0.16,-1.61,3,-27.73,19.49,-0.73,0.22,-0.18,1007.06,35.6,51.66,null,null,0:0:0
-9.73,0.16,-1.49,3.27,-27.45,19.39,0.7,-0.3,0.16,1007.05,35.6,51.75,null,null,0:0:0
-9.77,0.27,-1.18,0.09,-33.64,22.45,0.05,-0.06,0.02,1007.11,35.6,51.25,null,null,0:0:0
-9.69,0.12,-1.45,2.45,-28.64,19.9,-0.61,0.17,-0.14,1007.1,35.6,51.33,null,null,0:0:0
-9.65,0.08,-1.49,2.91,-27.73,19.9,0.51,-0.21,0.12,1007.1,35.6,51.33,null,null,0:0:0
-9.77,0.2,-1.22,0.64,-33.09,21.73,0.08,-0.07,0.03,1007.05,35.6,51.75,null,null,0:0:0
-9.65,0.04,-1.37,2.36,-29.27,20.31,-0.48,0.12,-0.11,1007.11,35.6,51.25,null,null,0:0:0
-9.65,0.08,-1.41,2.82,-28.36,20,0.36,-0.17,0.09,1007.07,35.6,51.58,null,null,0:0:0
-9.69,0.12,-1.29,1,-32.18,21.63,0.09,-0.07,0.02,1007.07,35.6,51.58,null,null,0:0:0
-9.69,0.16,-1.45,2.45,-29.91,20.61,-0.35,0.08,-0.09,1007.1,35.6,51.33,null,null,0:0:0
-9.73,0.08,-1.29,2.82,-28.91,20.1,0.25,-0.13,0.06,1007.01,35.6,52.08,null,null,0:0:0
-9.69,0.12,-1.29,1.36,-31.55,21.22,0.07,-0.05,0.01,1007.06,35.6,51.66,null,null,0:0:0
-9.61,0.16,-1.41,2.09,-30,20.41,-0.24,0.05,-0.06,1007.03,35.6,51.92,null,null,0:0:0
-9.65,0.12,-1.37,2.64,-29.64,20.51,0.18,-0.1,0.04,1007.01,35.6,52.08,null,null,0:0:0
-9.69,0.12,-1.33,1.45,-31.09,20.92,0.02,-0.04,0.01,1007.07,35.6,51.58,null,null,0:0:0
-9.73,0.08,-1.37,2.09,-30,20.41,-0.16,0.02,-0.04,1007.05,35.6,51.75,null,null,0:0:0
-9.73,0.12,-1.45,2.27,-29.64,20.51,0.13,-0.08,0.03,1007.06,35.7,51.66,null,null,0:0:0
-9.69,0.12,-1.41,1.64,-30.82,21.02,-0.01,-0.04,0,1007.03,35.7,51.92,null,null,0:0:0
-9.61,0.16,-1.37,2.18,-30,20.51,-0.09,-0.01,-0.02,1007.03,35.7,51.92,null,null,0:0:0
-9.73,0.16,-1.37,2.18,-30,20.41,0.09,-0.07,0.02,1007.04,35.7,51.83,null,null,0:0:0
-9.73,0.12,-1.37,1.91,-30.55,20.92,-0.03,-0.03,-0.01,1007.07,35.7,51.58,null,null,0:0:0
-9.69,0.12,-1.26,1.82,-30.45,20.61,0.05,-0.06,0.01,1007.06,35.7,51.66,null,null,0:0:0
-9.69,0.12,-1.33,1.82,-30.45,20.51,-0.03,-0.03,-0.01,1007.04,35.7,51.83,null,null,0:0:0
-9.85,0.24,-1.41,2,-30.09,20.51,0,-0.03,0,1007.04,35.7,51.83,null,null,0:0:0
-9.73,0.16,-1.37,1.91,-30.27,20.51,0.02,-0.05,0.01,1007.05,35.7,51.75,null,null,0:0:0
-9.73,0.2,-1.37,1.82,-30.36,20.61,-0.02,-0.03,0,1006.99,35.7,52.25,null,null,0:0:0
-9.69,0.08,-1.49,2,-30.18,20.51,0.01,-0.04,0,1007.04,35.7,51.83,null,null,0:0:0
-9.65,0.16,-1.37,2.27,-30.27,20.82,0,-0.04,0,1007.03,35.7,51.92,null,null,0:0:0
-9.69,0.16,-1.45,2.18,-30.09,20.61,-0.01,-0.04,0,1007.05,35.7,51.75,null,null,0:0:0
-9.73,0.16,-1.37,1.73,-30.27,20.51,0.01,-0.04,0,1007.03,35.7,51.92,null,null,0:0:0
-9.69,0.12,-1.37,1.91,-30.27,20.51,0,-0.04,0,1007.01,35.7,52.08,null,null,0:0:0
-9.73,0.08,-1.45,1.82,-30.09,20.51,0,-0.04,0,1007.06,35.7,51.66,null,null,0:0:0
-9.69,0.12,-1.41,1.91,-30.36,20.82,0,-0.04,0,1007.07,35.7,51.58,null,null,0:0:0
-9.69,0.08,-1.33,2.18,-30.18,20.71,0,-0.03,0,1007.02,35.7,52,null,null,0:0:0
-9.73,0.12,-1.41,2.09,-30.36,20.82,0,-0.04,0,1007.02,35.7,52,null,null,0:0:0
-9.61,0.04,-1.45,2.09,-30.36,20.71,0,-0.04,0,1007.03,35.7,51.92,null,null,0:0:0
-9.73,0.12,-1.29,1.82,-30.45,20.92,0,-0.04,0,1007.08,35.7,51.5,null,null,0:0:0
-9.65,0.12,-1.29,1.82,-30.27,20.71,0,-0.04,0,1007.05,35.7,51.75,null,null,0:0:0
-9.69,0.12,-1.37,1.91,-30.45,20.51,0,-0.04,0,1007.02,35.7,52,null,null,0:0:0
-9.73,0.12,-1.37,1.73,-30.27,20.41,0,-0.04,0,1007.03,35.7,51.92,null,null,0:0:0
-9.69,0.16,-1.37,2.09,-30.18,20.82,0,-0.04,0,1007.05,35.7,51.75,null,null,0:0:0
-9.69,0.08,-1.29,2.27,-30.45,20.71,0,-0.04,0,1006.98,35.7,52.34,null,null,0:0:0
-9.73,0.12,-1.33,2.09,-30.27,20.51,0,-0.04,0,1007.02,35.7,52,null,null,0:0:0
-9.73,0.08,-1.29,1.82,-30.45,20.51,0,-0.04,0,1007.02,35.7,52,null,null,0:0:0
-9.69,0.12,-1.37,1.91,-30.36,20.51,0,-0.04,0,1007.02,35.8,52,null,null,0:0:0
-9.73,0.12,-1.33,2,-30.36,20.61,0,-0.04,0,1007.02,35.7,52,null,null,0:0:0
-9.69,0.16,-1.33,2.18,-30.45,20.71,0,-0.03,0,1006.99,35.8,52.25,null,null,0:0:0
-9.73,0.12,-1.22,1.91,-30.18,20.82,0,-0.04,0,1006.99,35.8,52.25,null,null,0:0:0
-9.69,0.16,-1.45,2,-30.36,20.82,0,-0.04,0,1007.05,35.8,51.75,null,null,0:0:0
-9.73,0.16,-1.33,2,-30.36,20.71,-0.02,-0.03,-0.01,1007.03,35.8,51.92,null,null,0:0:0
-9.69,0.12,-1.41,2.27,-30.09,20.31,0.01,-0.04,-0.01,1007,35.8,52.17,null,null,0:0:0
-9.73,0.16,-1.29,2,-30.45,20.61,0.02,-0.04,-0.01,1007.09,35.8,51.41,null,null,0:0:0
-9.77,0.04,-1.37,1.73,-30.55,20.71,-0.01,-0.03,-0.01,1007.06,35.8,51.66,null,null,0:0:0
-9.65,0.04,-1.45,2.09,-30.45,20.71,0.01,-0.04,0,1007.04,35.8,51.83,null,null,0:0:0
-9.65,0,-1.33,1.91,-30.36,20.82,0,-0.04,0,1007.05,35.8,51.75,null,null,0:0:0
-9.69,0.12,-1.41,2.27,-30.36,20.92,0,-0.04,0,1007.03,35.8,51.92,null,null,0:0:0
-9.69,0.04,-1.33,1.82,-30.45,20.82,0.01,-0.04,0,1007.02,35.8,52,null,null,0:0:0
-9.69,0.08,-1.37,2.09,-30.55,20.71,0,-0.04,0,1007.03,35.8,51.92,null,null,0:0:0
-14.36,-2.04,-2.31,3.45,-29.82,21.02,1.14,-0.81,-0.05,1007.04,35.8,51.83,null,null,0:0:0
-11.73,-2.43,-2.35,5.91,-25.09,23.37,-3.45,1.48,0.48,1007.06,35.8,51.66,null,null,0:0:0
-11.06,-1.29,0.31,4.27,-58.73,71.53,1.49,-2.21,2.67,1006.96,35.8,52.5,null,null,0:0:0
-9.45,-0.27,-0.86,-7.09,-43.45,37.86,-5,1.18,-1.8,1006.99,35.8,52.25,null,null,0:0:0
-8.16,-3.1,1.57,-15.73,-58,49.08,-3.67,-0.3,0.76,1006.95,35.8,52.59,null,null,0:0:0
-10.28,-1.84,-1.96,-10,-54.55,57.35,-2.91,-1.27,-0.8,1006.97,35.8,52.42,null,null,0:0:0
-9.96,-2.39,-0.51,0,-56.73,66.43,0.96,1.4,-2.51,1006.91,35.8,52.92,null,null,0:0:0
-8.24,-5.96,-3.26,-10.27,-56.45,52.04,0.64,0.39,1.23,1006.98,35.8,52.34,null,null,0:0:0
-16.08,-3.06,-3.84,-5,-59.27,62.45,3.12,0.27,-2.86,1006.96,35.7,52.5,null,null,0:0:0
-10.04,-0.27,-1.26,-11,-58.91,61.22,-0.73,0.15,-0.1,1006.97,35.7,52.42,null,null,0:0:0
-7.92,-2.35,-2.55,2.45,-58.91,59.39,0.8,-0.5,-0.45,1006.95,35.7,52.59,null,null,0:0:0
-10.63,-0.75,-0.51,12.73,-44,90.2,-0.44,-0.34,3.86,1007.04,35.7,51.83,null,null,0:0:0
-9.53,0.35,-1.49,3.27,-33,26.22,0.23,0.01,-0.01,1006.97,35.1,52.42,null,null,0:0:0
-9.69,0.86,-0.86,1.82,-35.73,28.78,0.14,-0.1,0.02,1007.02,35.3,52,null,null,0:0:0
-9.69,0.75,-1.02,2,-35.45,28.57,0.06,-0.06,0.01,1007,35.3,52.17,null,null,0:0:0
-9.77,0.78,-1.06,2.36,-35.45,28.37,-0.12,0.01,-0.01,1006.94,35.3,52.67,null,null,0:0:0
-9.65,0.75,-1.06,2.27,-34.82,27.96,0.08,-0.07,0.01,1006.96,35.3,52.5,null,null,0:0:0
-9.73,0.78,-1.06,2.27,-35.55,28.47,0,-0.04,0,1006.96,35.3,52.5,null,null,0:0:0
-9.81,0.71,-1.06,2.36,-35.36,28.27,0,-0.04,0,1006.92,35.4,52.84,null,null,0:0:0
-9.65,0.78,-0.82,2.18,-35.27,28.16,0,-0.03,0,1006.9,35.4,53,null,null,0:0:0
-9.69,0.86,-1.02,2.09,-35,28.37,0,-0.04,0,1006.89,35.4,53.09,null,null,0:0:0
-9.69,0.75,-0.86,2.09,-35,28.57,0,-0.04,0,1006.98,35.4,52.34,null,null,0:0:0
-9.65,0.78,-1.02,2.09,-35,28.16,0.01,-0.04,0,1006.89,35.4,53.09,null,null,0:0:0
-9.69,0.78,-0.98,2.18,-35.27,28.47,-0.01,-0.03,0,1006.96,35.4,52.5,null,null,0:0:0
-9.61,0.78,-0.94,2,-35.27,28.47,0,-0.03,0,1006.95,35.4,52.59,null,null,0:0:0
-9.69,0.86,-0.9,2,-35.27,28.06,0,-0.04,0,1006.95,35.4,52.59,null,null,0:0:0
-9.73,0.82,-0.98,2.09,-35.36,28.37,-0.01,-0.03,0,1006.97,35.4,52.42,null,null,0:0:0
-11.96,-0.59,-0.75,-15.45,-31.36,26.63,0.39,-0.05,-0.1,1007.21,35.3,50.41,null,null,0:0:0
-12.98,2.2,2.16,-21.55,-31.73,29.08,-0.37,-0.03,0.35,1006.97,35.3,52.42,null,null,0:0:0
-12.2,1.33,-1.06,-20.36,-32.45,32.04,-0.09,0.2,-0.91,1006.83,35.4,53.59,null,null,0:0:0
-10.43,0.04,-0.47,-12.91,-29.27,27.04,-0.95,0.4,0.21,1006.73,35.3,54.43,null,null,0:0:0
-10.43,0.71,-0.55,-8.55,-31.09,27.45,1.75,-0.46,0.27,1006.73,35.3,54.43,null,null,0:0:0
-11.45,3.06,-0.82,-11.18,-33.73,30,-0.95,0.32,-0.29,1006.66,35.3,55.01,null,null,0:0:0
-9.81,2.59,-3.22,-14.18,-37.18,31.43,1.16,-0.91,0.09,1006.49,35.3,56.44,null,null,0:0:0
-8.71,0.35,-2.2,-17.27,-36.27,34.29,-1.18,0.32,-0.19,1006.39,35.3,57.27,null,null,0:0:0
-10.28,1.18,-0.59,-15.45,-26.82,28.06,-0.21,-0.16,-0.04,1006.26,35.3,58.36,null,null,0:0:0
-9.18,-2.9,-6,-21.36,-33.45,34.29,1.02,-0.47,0.2,1006.25,35.4,58.44,null,null,0:0:0
-10.08,0.2,-0.94,-20.55,-33.36,32.24,-1.41,0.49,-0.23,1006.13,35.4,59.45,null,null,0:0:0
-8.16,-1.37,-0.04,-14.27,-24.45,27.04,0.23,-0.2,-0.02,1005.99,35.3,60.62,null,null,0:0:0
-11.22,-0.35,1.02,-17.64,-32,32.24,0.69,-0.22,0.16,1005.91,35.3,61.29,null,null,0:0:0
-8,1.84,0.27,-12.64,-32.18,28.16,-0.95,0.46,-0.24,1005.86,35.2,61.71,null,null,0:0:0
-10.87,5.45,0.08,-13.45,-25.73,26.94,0.65,-0.33,-0.01,1005.59,35.2,63.97,null,null,0:0:0
-7.85,-7.85,-3.41,-16.36,-33.27,32.04,-0.38,0.14,-0.05,1005.59,35.2,63.97,null,null,0:0:0
-12.75,1.96,-2.04,-14.27,-27.64,26.43,-0.49,0.03,-0.08,1005.45,35.1,65.15,null,null,0:0:0
-8.08,3.06,5.92,-30.09,-36.36,53.57,4.07,0.13,-2.65,1001.98,34.7,94.26,null,null,0:0:0
-8.28,4.08,7.22,0.55,-44.91,87.86,1.41,-2.87,-0.13,1003.35,35.3,82.75,null,null,0:0:0
-9.22,2.39,1.77,1.64,-51.36,75.71,-2.07,-0.34,1.7,1002.51,34.8,89.81,null,null,0:0:0
-9.73,1.53,4.51,-1.45,-52.45,61.02,0.4,0.29,0.46,1002.35,34.9,91.15,null,null,0:0:0
-4.31,-8.9,-4.67,-20.09,2.45,40.61,-0.5,-0.66,-0.98,1005.7,36.9,63.05,null,null,0:0:0
-4.04,-6.59,-5.02,-8.18,0.73,34.29,0.28,0.05,1.05,1005.67,36.8,63.3,null,null,0:0:0
-3.77,-7.22,-5.02,-10.09,0.45,34.29,0.48,0.32,-0.27,1005.55,36.8,64.31,null,null,0:0:0
-7.22,-6.43,-1.49,-12.82,1.91,36.22,-0.74,-1.45,0.63,1005.53,36.8,64.47,null,null,0:0:0
-6.43,-11.06,-2.04,-13.82,-0.73,35.41,-0.51,0.23,-0.83,1005.6,36.9,63.89,null,null,0:0:0
-1.49,-11.14,-3.18,-15.36,-1.55,36.02,-0.22,-0.52,-0.8,1005.56,36.9,64.22,null,null,0:0:0
-3.65,-8.98,-3.92,-19.55,-2.91,37.86,-0.22,0.01,0.12,1005.61,36.9,63.81,null,null,0:0:0
-3.22,-11.26,-4.59,-18.18,-5.91,36.12,0.43,1.58,-0.12,1005.52,36.9,64.56,null,null,0:0:0
-4.2,-8.24,-2.79,-5.18,-9.73,30.71,0.06,0.21,0.14,1005.51,36.8,64.64,null,null,0:0:0
-4.82,-6.08,-1.41,-14.45,-6.18,34.29,-0.88,-1.15,-0.4,1005.6,36.9,63.89,null,null,0:0:0
2.55,-11.14,-4.2,-18.36,-21.36,35.71,0.32,1.09,-0.37,1005.59,37,63.97,null,null,0:0:0
3.84,-7.41,-0.98,-11.36,-26.18,34.39,0.08,0.53,-0.52,1005.68,37,63.22,null,null,0:0:0
5.1,-7.18,-3.33,-9.82,-22.55,32.55,0.06,-0.03,1.4,1005.79,37,62.3,null,null,0:0:0
2.79,-10.16,-4.51,-16.36,-14.27,33.88,0.54,-1.72,4.53,1005.44,36.9,65.23,null,null,0:0:0
-5.45,-6.12,-2.9,-24.36,3.09,44.39,0.67,0.45,0.24,1005.77,37.1,62.46,null,null,0:0:0
-3.53,-10.24,-4.79,-19,0,37.96,-0.09,-0.3,0.78,1005.69,37.1,63.13,null,null,0:0:0
-5.37,-2.04,-2.2,-24.18,12.27,53.57,-1.02,-0.3,-2.11,1006.04,37.2,60.2,null,null,0:0:0
-4.47,-11.18,-8.75,-33.36,4,58.57,-0.26,-1.17,0.97,1005.9,37.3,61.37,null,null,0:0:0
-6.83,-6.24,-3.3,-35,3.09,64.18,0.48,0.51,-1.34,1005.86,37.3,61.71,null,null,0:0:0
-4.08,-7.02,-3.02,-35.55,0.09,58.78,-0.73,0,0.45,1005.95,37.3,60.96,null,null,0:0:0
-4.98,-9.34,-6.47,-34.09,4.64,64.08,0.47,0.44,-1.09,1005.92,37.3,61.21,null,null,0:0:0
-7.18,-5.45,-7.61,-36,1.64,63.88,0.13,0.3,0.11,1005.96,37.3,60.87,null,null,0:0:0
-5.18,-7.92,-4.79,-28.18,5.55,50.61,0.81,1.66,0.46,1005.89,37.2,61.46,null,null,0:0:0
-2.35,-6.39,-4.63,-17.73,8.18,42.65,0.24,0.6,0.07,1005.87,37.2,61.63,null,null,0:0:0
-2.79,-6.67,-7.3,-24.27,6.45,46.53,-0.76,-0.87,-0.28,1005.72,37.2,62.88,null,null,0:0:0
-3.26,-7.96,-6.63,-37.91,-11.64,77.65,-1.61,-3.3,1.12,1005.65,37.3,63.47,null,null,0:0:0
-5.65,-4.08,-3.69,-16.55,-18.45,98.88,-2.6,-0.38,0.51,1005.62,37.4,63.72,null,null,0:0:0
-7.06,-1.84,-4.75,-13.82,-33.09,94.08,-1.26,0.28,1.22,1006.05,37.5,60.12,null,null,0:0:0
-6.51,-9.3,-5.49,-13.09,-33.09,94.49,3.61,1.04,-0.19,1005.68,37.4,63.22,null,null,0:0:0
-8.24,-5.96,-2.98,-22.91,-5.73,94.49,1.86,0.55,0.38,1005.93,37.5,61.12,null,null,0:0:0
-6.94,-6.28,-2.43,-27.09,5.55,84.29,1.73,0.97,-0.87,1006.18,37.6,59.03,null,null,0:0:0
-6.28,-7.85,-2.55,-32,-0.73,82.86,-0.39,0.31,-0.42,1006.25,37.6,58.44,null,null,0:0:0
-5.22,-5.77,-6,-35.91,-1.91,75.31,-0.05,0.96,0.23,1006.25,37.6,58.44,null,null,0:0:0
-4.04,-8.75,-4.9,-34.18,-15.55,84.08,0.74,-0.47,0.46,1006.17,37.6,59.12,null,null,0:0:0
-6.86,-5.14,-4.28,-28.82,-10.18,90.61,0.37,-0.67,0.53,1006.23,37.6,58.61,null,null,0:0:0
-4.9,-9.06,-1.14,-25.64,-7.55,92.86,-0.29,0.2,0.23,1006.27,37.6,58.28,null,null,0:0:0
-4.2,-8.71,-3.41,-21.18,-13.91,96.22,-0.31,-0.49,-0.67,1006.17,37.5,59.12,null,null,0:0:0
-7.69,-3.02,-5.92,-20.55,-21,95.71,-0.3,0.71,-0.91,1006.08,37.5,59.87,null,null,0:0:0
-1.1,-9.92,-3.26,-23.45,-27.18,91.73,-0.26,0.21,-1.14,1006.16,37.5,59.2,null,null,0:0:0
-0.51,-8.63,-4,-24.09,-31.45,88.06,-0.6,0.14,0.17,1006.11,37.5,59.62,null,null,0:0:0
-0.31,-8.36,-7.06,-26.36,-34.64,82.35,-0.76,0.17,0.46,1006.12,37.6,59.53,null,null,0:0:0
-1.69,-6.79,-7.22,-29.73,-32.45,79.9,0.15,-0.02,0.21,1006.2,37.6,58.86,null,null,0:0:0
-0.63,-8.43,-6.24,-29.27,-32.64,81.02,0.22,0,-0.07,1006.16,37.6,59.2,null,null,0:0:0
-1.29,-7.88,-6.08,-29.36,-32.09,81.02,-0.14,0.1,-0.25,1006.15,37.6,59.28,null,null,0:0:0
-0.51,-9.22,-5.33,-28.09,-32.55,82.45,0.34,-0.11,-0.16,1006.17,37.6,59.12,null,null,0:0:0
-0.35,-9.06,-3.22,-27.09,-30.09,85.82,0.22,0.09,-0.18,1006.15,37.7,59.28,null,null,0:0:0
-0.04,-9.14,-3.53,-27.55,-29.91,85.82,0.13,-0.04,-0.06,1006.17,37.6,59.12,null,null,0:0:0
-0.12,-9.49,-3.26,-27.27,-29.09,86.53,-0.02,-0.1,0.08,1006.15,37.6,59.28,null,null,0:0:0
